sku,retail_price,item_title,inserted_at,store_code,availability
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-26 17:05:43,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-27 13:56:01,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-28 15:19:07,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-29 14:14:43,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-30 15:20:22,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-03-31 04:34:25,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-01 15:32:48,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-02 14:55:15,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-03 03:19:36,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-04 14:55:46,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-05 16:28:36,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-06 14:44:46,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-07 08:19:56,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-08 13:31:25,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-09 15:06:02,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-10 05:31:03,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-11 15:10:21,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-12 14:35:30,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-13 06:57:48,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-14 00:00:42,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-15 00:00:30,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-15 00:30:25,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-15 15:25:43,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-16 15:07:11,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-17 03:24:29,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-18 16:40:03,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-21 07:03:37,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-21 20:44:47,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-23 03:58:39,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-25 04:35:22,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-25 15:19:34,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-27 03:36:19,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-29 13:50:52,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-04-30 15:30:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-01 13:31:00,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-02 14:58:34,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-04 04:21:24,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-04 17:17:39,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-05 00:00:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-06 00:00:24,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-07 00:00:23,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-08 00:00:22,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-09 00:00:24,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-10 00:00:21,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-11 00:00:22,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-12 00:00:24,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-13 03:00:40,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-14 00:00:23,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-16 03:41:17,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-17 00:00:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-18 02:37:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-20 00:00:30,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-21 00:00:34,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-22 00:00:23,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-23 00:00:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-24 00:00:32,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-25 00:00:25,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-26 00:00:27,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-27 00:00:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-28 00:00:26,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-29 00:00:27,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-05-30 00:00:35,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-01 13:00:13,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-06 15:42:55,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-07 15:08:59,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-09 23:30:51,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-12 06:51:13,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-14 06:53:37,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-14 09:00:09,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-15 13:46:29,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-16 03:54:58,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-16 08:20:46,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-18 06:53:49,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-21 05:41:48,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-22 15:17:49,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-24 14:13:34,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-27 03:42:16,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-28 03:34:59,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-29 03:54:18,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-06-30 18:36:02,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-04 18:59:20,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-07 04:20:52,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-07 16:39:20,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-07 20:02:12,701,0.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-11 06:18:07,701,0.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-13 13:38:41,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-19 22:30:19,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-21 18:03:48,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-07-27 16:37:38,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-08-03 00:30:38,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-08-11 01:36:34,701,1.0
22129,4.49,Milk Chocolate Peanut Butter Cups,2024-08-15 04:51:02,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-08-19 03:50:36,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-08-23 04:55:45,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-08-28 14:18:10,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-09-01 00:33:01,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-09-07 15:38:46,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-09-18 05:01:33,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-09-21 20:16:45,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-10-03 06:15:55,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-10-12 19:16:31,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-10-21 00:36:49,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-10-26 15:39:07,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-11-02 19:33:58,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-11-02 19:36:29,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-11-23 21:28:31,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-11-26 15:58:06,701,1.0
22129,4.99,Milk Chocolate Peanut Butter Cups,2024-11-28 15:40:13,701,1.0
